flight_id,total_seats,available_seats
FL09317,148,148
FL09318,186,186
FL09319,197,197
FL09320,144,144
FL09321,167,167
FL09322,184,184
FL09323,172,172
FL09324,186,186
FL09325,209,209
FL09326,137,137
FL09327,128,128
FL09328,157,157
FL09329,206,206
FL09330,140,140
FL09331,184,184
FL09332,140,140
FL09333,146,146
FL09334,189,189
FL09335,163,163
FL09336,219,219
FL09337,147,147
FL09338,164,164
FL09339,136,136
FL09340,159,159
FL09341,122,122
FL09342,195,195
FL09343,195,195
FL09344,185,185
FL09345,165,165
FL09346,205,205
FL09347,206,206
FL09348,149,149
FL09349,188,188
FL09350,128,128
FL09351,204,204
FL09352,130,130
FL09353,188,188
FL09354,218,218
FL09355,210,210
FL09356,185,185
FL09357,207,207
FL09358,150,150
FL09359,152,152
FL09360,158,158
FL09361,213,213
FL09362,165,165
FL09363,156,156
FL09364,211,211
FL09365,179,179
FL09366,150,150
FL09367,130,130
FL09368,206,206
FL09369,121,121
FL09370,146,146
FL09371,218,218
FL09372,121,121
FL09373,140,140
FL09374,177,177
FL09375,124,124
FL09376,171,171
FL09377,164,164
FL09378,204,204
FL09379,212,212
FL09380,139,139
FL09381,180,180
FL09382,157,157
FL09383,139,139
FL09384,144,144
FL09385,121,121
FL09386,151,151
FL09387,145,145
FL09388,189,189
FL09389,160,160
FL09390,186,186
FL09391,216,216
FL09392,120,120
FL09393,170,170
FL09394,124,124
FL09395,132,132
FL09396,138,138
FL09397,131,131
FL09398,167,167
FL09399,144,144
FL09400,176,176
FL09401,154,154
FL09402,195,195
FL09403,213,213
FL09404,124,124
FL09405,217,217
FL09406,141,141
FL09407,196,196
FL09408,176,176
FL09409,166,166
FL09410,173,173
FL09411,122,122
FL09412,172,172
FL09413,203,203
FL09414,150,150
FL09415,188,188
FL09416,207,207
FL09417,152,152
FL09418,191,191
FL09419,207,207
FL09420,169,169
FL09421,203,203
FL09422,135,135
FL09423,195,195
FL09424,196,196
FL09425,158,158
FL09426,208,208
FL09427,165,165
FL09428,215,215
FL09429,207,207
FL09430,166,166
FL09431,163,163
FL09432,128,128
FL09433,206,206
FL09434,169,169
FL09435,196,196
FL09436,179,179
FL09437,215,215
FL09438,134,134
FL09439,155,155
FL09440,182,182
FL09441,188,188
FL09442,205,205
FL09443,199,199
FL09444,160,160
FL09445,193,193
FL09446,143,143
FL09447,201,201
FL09448,168,168
FL09449,137,137
FL09450,126,126
FL09451,123,123
FL09452,209,209
FL09453,188,188
FL09454,179,179
FL09455,174,174
FL09456,135,135
FL09457,218,218
FL09458,209,209
FL09459,201,201
FL09460,148,148
FL09461,142,142
FL09462,133,133
FL09463,198,198
FL09464,168,168
FL09465,152,152
FL09466,144,144
FL09467,140,140
FL09468,136,136
FL09469,142,142
FL09470,176,176
FL09471,200,200
FL09472,177,177
FL09473,133,133
FL09474,212,212
FL09475,139,139
FL09476,149,149
FL09477,138,138
FL09478,172,172
FL09479,175,175
FL09480,196,196
FL09481,201,201
FL09482,142,142
FL09483,181,181
FL09484,152,152
FL09485,137,137
FL09486,192,192
FL09487,152,152
FL09488,151,151
FL09489,180,180
FL09490,173,173
FL09491,136,136
FL09492,138,138
FL09493,210,210
FL09494,189,189
FL09495,218,218
FL09496,153,153
FL09497,203,203
FL09498,144,144
FL09499,187,187
FL09500,193,193
FL09501,193,193
FL09502,207,207
FL09503,204,204
FL09504,130,130
FL09505,210,210
FL09506,135,135
FL09507,209,209
FL09508,180,180
FL09509,213,213
FL09510,199,199
FL09511,126,126
FL09512,135,135
FL09513,218,218
FL09514,135,135
FL09515,159,159
FL09516,131,131
FL09517,154,154
FL09518,140,140
FL09519,169,169
FL09520,162,162
FL09521,219,219
FL09522,136,136
FL09523,151,151
FL09524,160,160
FL09525,125,125
FL09526,207,207
FL09527,146,146
FL09528,139,139
FL09529,144,144
FL09530,185,185
FL09531,128,128
FL09532,211,211
FL09533,172,172
FL09534,180,180
FL09535,157,157
FL09536,122,122
FL09537,203,203
FL09538,189,189
FL09539,216,216
FL09540,174,174
FL09541,120,120
FL09542,189,189
FL09543,164,164
FL09544,217,217
FL09545,166,166
FL09546,198,198
FL09547,145,145
FL09548,133,133
FL09549,173,173
FL09550,190,190
FL09551,165,165
FL09552,150,150
FL09553,207,207
FL09554,178,178
FL09555,214,214
FL09556,148,148
FL09557,215,215
FL09558,136,136
FL09559,133,133
FL09560,155,155
FL09561,177,177
FL09562,143,143
FL09563,182,182
FL09564,210,210
FL09565,144,144
FL09566,178,178
FL09567,151,151
FL09568,201,201
FL09569,137,137
FL09570,156,156
FL09571,145,145
FL09572,128,128
FL09573,218,218
FL09574,183,183
FL09575,191,191
FL09576,139,139
FL09577,173,173
FL09578,205,205
FL09579,202,202
FL09580,149,149
FL09581,172,172
FL09582,211,211
FL09583,218,218
FL09584,182,182
FL09585,130,130
FL09586,150,150
FL09587,168,168
FL09588,219,219
FL09589,213,213
FL09590,206,206
FL09591,138,138
FL09592,131,131
FL09593,134,134
FL09594,150,150
FL09595,162,162
FL09596,156,156
FL09597,198,198
FL09598,148,148
FL09599,145,145
FL09600,121,121
FL09601,203,203
FL09602,134,134
FL09603,123,123
FL09604,205,205
FL09605,169,169
FL09606,157,157
FL09607,142,142
FL09608,178,178
FL09609,209,209
FL09610,194,194
FL09611,147,147
FL09612,185,185
FL09613,127,127
FL09614,148,148
FL09615,130,130
FL09616,137,137
FL09617,174,174
FL09618,169,169
FL09619,133,133
FL09620,193,193
FL09621,218,218
FL09622,128,128
FL09623,218,218
FL09624,130,130
FL09625,182,182
FL09626,195,195
FL09627,186,186
FL09628,172,172
FL09629,158,158
FL09630,197,197
FL09631,175,175
FL09632,147,147
FL09633,194,194
FL09634,158,158
FL09635,144,144
FL09636,140,140
FL09637,129,129
FL09638,162,162
FL09639,134,134
FL09640,202,202
FL09641,167,167
FL09642,205,205
FL09643,140,140
FL09644,179,179
FL09645,215,215
FL09646,169,169
FL09647,142,142
FL09648,132,132
FL09649,188,188
FL09650,123,123
FL09651,211,211
FL09652,197,197
FL09653,191,191
FL09654,128,128
FL09655,154,154
FL09656,140,140
FL09657,177,177
FL09658,137,137
FL09659,216,216
FL09660,191,191
FL09661,200,200
FL09662,162,162
FL09663,214,214
FL09664,217,217
FL09665,125,125
FL09666,205,205
FL09667,197,197
FL09668,186,186
FL09669,131,131
FL09670,219,219
FL09671,131,131
FL09672,185,185
FL09673,121,121
FL09674,134,134
FL09675,142,142
FL09676,148,148
FL09677,200,200
FL09678,215,215
FL09679,126,126
FL09680,213,213
FL09681,147,147
FL09682,133,133
FL09683,163,163
FL09684,149,149
FL09685,200,200
FL09686,151,151
FL09687,189,189
FL09688,207,207
FL09689,125,125
FL09690,146,146
FL09691,201,201
FL09692,207,207
FL09693,143,143
FL09694,153,153
FL09695,159,159
FL09696,166,166
FL09697,198,198
FL09698,194,194
FL09699,205,205
FL09700,143,143
FL09701,184,184
FL09702,137,137
FL09703,163,163
FL09704,195,195
FL09705,176,176
FL09706,147,147
FL09707,190,190
FL09708,142,142
FL09709,204,204
FL09710,153,153
FL09711,130,130
FL09712,205,205
FL09713,154,154
FL09714,212,212
FL09715,161,161
FL09716,147,147
FL09717,201,201
FL09718,197,197
FL09719,201,201
FL09720,211,211
FL09721,143,143
FL09722,127,127
FL09723,172,172
FL09724,191,191
FL09725,123,123
FL09726,210,210
FL09727,219,219
FL09728,124,124
FL09729,216,216
FL09730,168,168
FL09731,217,217
FL09732,149,149
FL09733,191,191
FL09734,182,182
FL09735,166,166
FL09736,145,145
FL09737,176,176
FL09738,156,156
FL09739,217,217
FL09740,126,126
FL09741,159,159
FL09742,211,211
FL09743,158,158
FL09744,181,181
FL09745,211,211
FL09746,197,197
FL09747,172,172
FL09748,123,123
FL09749,201,201
FL09750,144,144
FL09751,126,126
FL09752,147,147
FL09753,188,188
FL09754,186,186
FL09755,214,214
FL09756,139,139
FL09757,202,202
FL09758,130,130
FL09759,186,186
FL09760,206,206
FL09761,126,126
FL09762,142,142
FL09763,180,180
FL09764,190,190
FL09765,153,153
FL09766,138,138
FL09767,177,177
FL09768,128,128
FL09769,167,167
FL09770,201,201
FL09771,160,160
FL09772,167,167
FL09773,164,164
FL09774,144,144
FL09775,197,197
FL09776,144,144
FL09777,138,138
FL09778,158,158
FL09779,198,198
FL09780,199,199
FL09781,146,146
FL09782,193,193
FL09783,182,182
FL09784,187,187
FL09785,138,138
FL09786,147,147
FL09787,204,204
FL09788,197,197
FL09789,152,152
FL09790,129,129
FL09791,202,202
FL09792,149,149
FL09793,141,141
FL09794,122,122
FL09795,201,201
FL09796,194,194
FL09797,167,167
FL09798,121,121
FL09799,195,195
FL09800,173,173
FL09801,125,125
FL09802,159,159
FL09803,212,212
FL09804,213,213
FL09805,121,121
FL09806,192,192
FL09807,121,121
FL09808,212,212
FL09809,216,216
FL09810,193,193
FL09811,217,217
FL09812,174,174
FL09813,191,191
FL09814,179,179
FL09815,216,216
FL09816,125,125
FL09817,138,138
FL09818,215,215
FL09819,146,146
FL09820,120,120
FL09821,152,152
FL09822,159,159
FL09823,151,151
FL09824,188,188
FL09825,136,136
FL09826,127,127
FL09827,176,176
FL09828,161,161
FL09829,217,217
FL09830,128,128
FL09831,206,206
FL09832,154,154
FL09833,190,190
FL09834,198,198
FL09835,172,172
FL09836,173,173
FL09837,203,203
FL09838,144,144
FL09839,186,186
FL09840,181,181
FL09841,174,174
FL09842,165,165
FL09843,143,143
FL09844,217,217
FL09845,165,165
FL09846,141,141
FL09847,130,130
FL09848,167,167
FL09849,127,127
FL09850,158,158
FL09851,154,154
FL09852,168,168
FL09853,165,165
FL09854,157,157
FL09855,127,127
FL09856,173,173
FL09857,156,156
FL09858,210,210
FL09859,211,211
FL09860,159,159
FL09861,153,153
FL09862,215,215
FL09863,198,198
FL09864,136,136
FL09865,152,152
FL09866,166,166
FL09867,171,171
FL09868,199,199
FL09869,212,212
FL09870,128,128
FL09871,152,152
FL09872,179,179
FL09873,212,212
FL09874,196,196
FL09875,140,140
FL09876,177,177
FL09877,204,204
FL09878,188,188
FL09879,129,129
FL09880,125,125
FL09881,132,132
FL09882,184,184
FL09883,139,139
FL09884,176,176
FL09885,165,165
FL09886,127,127
FL09887,129,129
FL09888,192,192
FL09889,186,186
FL09890,130,130
FL09891,131,131
FL09892,129,129
FL09893,144,144
FL09894,168,168
FL09895,168,168
FL09896,208,208
FL09897,130,130
FL09898,181,181
FL09899,155,155
FL09900,158,158
FL09901,172,172
FL09902,209,209
FL09903,197,197
FL09904,175,175
FL09905,120,120
FL09906,175,175
FL09907,123,123
FL09908,149,149
FL09909,131,131
FL09910,154,154
FL09911,196,196
FL09912,171,171
FL09913,150,150
FL09914,206,206
FL09915,187,187
FL09916,171,171
FL09917,199,199
FL09918,126,126
FL09919,141,141
FL09920,212,212
FL09921,194,194
FL09922,175,175
FL09923,216,216
FL09924,177,177
FL09925,212,212
FL09926,183,183
FL09927,131,131
FL09928,126,126
FL09929,174,174
FL09930,181,181
FL09931,209,209
FL09932,192,192
FL09933,217,217
FL09934,196,196
FL09935,174,174
FL09936,155,155
FL09937,208,208
FL09938,143,143
FL09939,163,163
FL09940,136,136
FL09941,121,121
FL09942,132,132
FL09943,150,150
FL09944,212,212
FL09945,147,147
FL09946,179,179
FL09947,146,146
FL09948,134,134
FL09949,214,214
FL09950,198,198
FL09951,152,152
FL09952,139,139
FL09953,161,161
FL09954,131,131
FL09955,192,192
FL09956,142,142
FL09957,191,191
FL09958,215,215
FL09959,133,133
FL09960,210,210
FL09961,144,144
FL09962,196,196
FL09963,204,204
FL09964,150,150
FL09965,173,173
FL09966,124,124
FL09967,132,132
FL09968,147,147
FL09969,162,162
FL09970,208,208
FL09971,218,218
FL09972,166,166
FL09973,190,190
FL09974,157,157
FL09975,215,215
FL09976,186,186
FL09977,181,181
FL09978,158,158
FL09979,156,156
FL09980,205,205
FL09981,127,127
FL09982,200,200
FL09983,171,171
FL09984,210,210
FL09985,152,152
FL09986,200,200
FL09987,161,161
FL09988,195,195
FL09989,146,146
FL09990,127,127
FL09991,142,142
FL09992,183,183
FL09993,212,212
FL09994,139,139
FL09995,135,135
FL09996,136,136
FL09997,199,199
FL09998,138,138
FL09999,127,127
